sensor_id,timestamp,Heat,Noise
01,2024-10-01 01:42:00,43.25,61.36
01,2024-10-01 01:43:00,45.97,63.45
01,2024-10-01 01:44:00,46.12,64.95
01,2024-10-01 01:45:00,46.94,59.52
01,2024-10-01 01:46:00,43.94,54.88
01,2024-10-01 01:47:00,43.85,59.37
01,2024-10-01 01:48:00,46.65,61.37
01,2024-10-01 01:49:00,46.35,68.25
01,2024-10-01 01:50:00,46.31,56.16
01,2024-10-01 01:51:00,46.49,60.18
01,2024-10-01 01:52:00,44.99,58.32
01,2024-10-01 01:53:00,46.39,63.11
01,2024-10-01 01:54:00,46.52,58.53
01,2024-10-01 01:55:00,45.04,55.79
01,2024-10-01 01:56:00,48.95,54.23
01,2024-10-01 01:57:00,46.89,61.19
01,2024-10-01 01:58:00,44.43,60.67
01,2024-10-01 01:59:00,47.24,62.01
01,2024-10-01 02:00:00,44.83,60.86
01,2024-10-01 02:01:00,47.51,61.39
01,2024-10-01 02:02:00,48.1,61.87
01,2024-10-01 02:03:00,45.17,58.0
01,2024-10-01 02:04:00,47.88,60.51
01,2024-10-01 02:05:00,47.1,62.05
01,2024-10-01 02:06:00,47.75,57.68
01,2024-10-01 02:07:00,49.4,55.27
01,2024-10-01 02:08:00,46.22,61.61
01,2024-10-01 02:09:00,45.5,60.03
01,2024-10-01 02:10:00,45.33,64.61
01,2024-10-01 02:11:00,45.48,62.58
01,2024-10-01 02:12:00,46.62,59.67
01,2024-10-01 02:13:00,47.29,56.59
01,2024-10-01 02:14:00,47.23,64.69
01,2024-10-01 02:15:00,48.1,63.01
01,2024-10-01 02:16:00,46.91,64.55
01,2024-10-01 02:17:00,49.11,63.59
01,2024-10-01 02:18:00,46.58,57.06
01,2024-10-01 02:19:00,51.09,62.11
01,2024-10-01 02:20:00,47.99,63.6
01,2024-10-01 02:21:00,45.81,61.09
01,2024-10-01 02:22:00,45.52,59.8
01,2024-10-01 02:23:00,47.89,59.39
01,2024-10-01 02:24:00,46.88,58.51
01,2024-10-01 02:25:00,48.32,60.5
01,2024-10-01 02:26:00,48.0,57.08
01,2024-10-01 02:27:00,47.22,55.37
01,2024-10-01 02:28:00,46.1,59.22
01,2024-10-01 02:29:00,45.14,59.13
01,2024-10-01 02:30:00,46.78,67.61
01,2024-10-01 02:31:00,48.78,65.01
01,2024-10-01 02:32:00,47.86,60.32
01,2024-10-01 02:33:00,45.71,60.86
01,2024-10-01 02:34:00,47.88,64.12
01,2024-10-01 02:35:00,48.24,60.94
01,2024-10-01 02:36:00,46.37,60.43
01,2024-10-01 02:37:00,47.97,60.26
01,2024-10-01 02:38:00,47.87,60.6
01,2024-10-01 02:39:00,46.11,57.7
01,2024-10-01 02:40:00,48.4,64.51
01,2024-10-01 02:41:00,48.75,60.29
01,2024-10-01 02:42:00,49.58,64.88
01,2024-10-01 02:43:00,49.58,64.36
01,2024-10-01 02:44:00,45.97,62.55
01,2024-10-01 02:45:00,46.67,64.85
01,2024-10-01 02:46:00,48.9,60.55
01,2024-10-01 02:47:00,48.94,59.52
01,2024-10-01 02:48:00,48.98,59.26
01,2024-10-01 02:49:00,54.03,61.44
01,2024-10-01 02:50:00,49.15,63.33
01,2024-10-01 02:51:00,50.04,62.41
01,2024-10-01 02:52:00,49.81,67.03
01,2024-10-01 02:53:00,49.4,62.81
01,2024-10-01 02:54:00,48.0,59.66
01,2024-10-01 02:55:00,49.65,61.82
01,2024-10-01 02:56:00,47.4,64.05
01,2024-10-01 02:57:00,48.25,59.95
01,2024-10-01 02:58:00,47.92,59.49
01,2024-10-01 02:59:00,48.81,64.85
01,2024-10-01 03:00:00,52.21,63.75
01,2024-10-01 03:01:00,45.98,61.56
01,2024-10-01 03:02:00,49.86,59.91
01,2024-10-01 03:03:00,46.45,60.62
01,2024-10-01 03:04:00,48.21,62.39
01,2024-10-01 03:05:00,50.59,63.72
01,2024-10-01 03:06:00,49.1,64.65
01,2024-10-01 03:07:00,47.44,62.08
01,2024-10-01 03:08:00,48.02,57.96
01,2024-10-01 03:09:00,50.16,65.94
01,2024-10-01 03:10:00,48.09,65.16
01,2024-10-01 03:11:00,49.56,64.56
01,2024-10-01 03:12:00,49.35,65.76
01,2024-10-01 03:13:00,48.35,64.14
01,2024-10-01 03:14:00,52.59,62.04
01,2024-10-01 03:15:00,50.37,58.43
01,2024-10-01 03:16:00,46.43,59.4
01,2024-10-01 03:17:00,49.79,60.6
01,2024-10-01 03:18:00,48.56,64.11
01,2024-10-01 03:19:00,50.88,66.56
01,2024-10-01 03:20:00,48.46,65.97
01,2024-10-01 03:21:00,49.52,60.48
01,2024-10-01 03:22:00,50.5,61.48
01,2024-10-01 03:23:00,51.09,57.82
01,2024-10-01 03:24:00,48.04,66.9
01,2024-10-01 03:25:00,49.38,57.55
01,2024-10-01 03:26:00,49.22,61.42
01,2024-10-01 03:27:00,49.0,66.12
01,2024-10-01 03:28:00,52.67,63.16
01,2024-10-01 03:29:00,50.68,63.7
01,2024-10-01 03:30:00,48.23,62.77
01,2024-10-01 03:31:00,51.55,56.84
01,2024-10-01 03:32:00,53.4,63.41
01,2024-10-01 03:33:00,51.81,63.94
01,2024-10-01 03:34:00,48.03,60.42
01,2024-10-01 03:35:00,49.63,64.37
01,2024-10-01 03:36:00,52.31,60.76
01,2024-10-01 03:37:00,49.4,66.3
01,2024-10-01 03:38:00,51.17,62.07
01,2024-10-01 03:39:00,51.71,63.92
01,2024-10-01 03:40:00,49.21,63.13
01,2024-10-01 03:41:00,50.56,64.43
01,2024-10-01 03:42:00,45.84,62.61
01,2024-10-01 03:43:00,49.21,64.46
01,2024-10-01 03:44:00,50.42,64.45
01,2024-10-01 03:45:00,48.97,58.68
01,2024-10-01 03:46:00,53.34,64.33
01,2024-10-01 03:47:00,48.8,61.03
01,2024-10-01 03:48:00,50.33,61.95
01,2024-10-01 03:49:00,51.24,61.69
01,2024-10-01 03:50:00,53.25,61.25
01,2024-10-01 03:51:00,48.98,66.66
01,2024-10-01 03:52:00,52.93,58.39
01,2024-10-01 03:53:00,51.25,54.35
01,2024-10-01 03:54:00,49.81,60.87
01,2024-10-01 03:55:00,52.03,62.01
01,2024-10-01 03:56:00,51.68,60.17
01,2024-10-01 03:57:00,50.53,59.77
01,2024-10-01 03:58:00,51.59,64.72
01,2024-10-01 03:59:00,50.96,63.01
01,2024-10-01 04:00:00,51.75,70.26
01,2024-10-01 04:01:00,52.63,60.35
01,2024-10-01 04:02:00,54.06,63.89
01,2024-10-01 04:03:00,49.88,64.43
01,2024-10-01 04:04:00,54.98,61.92
01,2024-10-01 04:05:00,48.9,59.59
01,2024-10-01 04:06:00,51.66,62.55
01,2024-10-01 04:07:00,52.82,64.51
01,2024-10-01 04:08:00,52.4,60.88
01,2024-10-01 04:09:00,51.1,62.17
01,2024-10-01 04:10:00,51.77,62.54
01,2024-10-01 04:11:00,51.39,60.57
01,2024-10-01 04:12:00,51.3,66.85
01,2024-10-01 04:13:00,53.51,63.48
01,2024-10-01 04:14:00,52.82,62.42
01,2024-10-01 04:15:00,51.3,65.49
01,2024-10-01 04:16:00,53.74,63.53
01,2024-10-01 04:17:00,52.9,66.7
01,2024-10-01 04:18:00,53.71,60.49
01,2024-10-01 04:19:00,53.48,64.95
01,2024-10-01 04:20:00,51.35,63.09
01,2024-10-01 04:21:00,51.8,67.22
01,2024-10-01 04:22:00,53.81,66.11
01,2024-10-01 04:23:00,53.66,64.11
01,2024-10-01 04:24:00,52.76,64.16
01,2024-10-01 04:25:00,53.02,63.04
01,2024-10-01 04:26:00,54.81,66.71
01,2024-10-01 04:27:00,52.06,61.74
01,2024-10-01 04:28:00,53.82,63.18
01,2024-10-01 04:29:00,52.74,65.29
01,2024-10-01 04:30:00,52.77,61.19
01,2024-10-01 04:31:00,54.8,60.4
01,2024-10-01 04:32:00,54.44,66.19
01,2024-10-01 04:33:00,54.47,59.18
01,2024-10-01 04:34:00,55.26,66.31
01,2024-10-01 04:35:00,53.38,62.53
01,2024-10-01 04:36:00,54.43,59.93
01,2024-10-01 04:37:00,52.99,67.69
01,2024-10-01 04:38:00,53.99,58.22
01,2024-10-01 04:39:00,53.36,67.0
01,2024-10-01 04:40:00,53.75,72.33
01,2024-10-01 04:41:00,54.55,68.81
01,2024-10-01 04:42:00,52.48,62.8
01,2024-10-01 04:43:00,56.9,68.36
01,2024-10-01 04:44:00,52.31,67.19
01,2024-10-01 04:45:00,52.04,61.33
01,2024-10-01 04:46:00,55.65,60.9
01,2024-10-01 04:47:00,55.16,64.6
01,2024-10-01 04:48:00,54.96,65.51
01,2024-10-01 04:49:00,55.01,67.03
01,2024-10-01 04:50:00,54.1,66.92
01,2024-10-01 04:51:00,52.83,64.63
01,2024-10-01 04:52:00,54.34,62.49
01,2024-10-01 04:53:00,53.26,66.75
01,2024-10-01 04:54:00,55.79,67.43
01,2024-10-01 04:55:00,54.16,64.49
01,2024-10-01 04:56:00,53.19,63.53
01,2024-10-01 04:57:00,54.0,62.69
01,2024-10-01 04:58:00,55.15,59.71
01,2024-10-01 04:59:00,53.74,62.01
01,2024-10-01 05:00:00,53.4,68.55
01,2024-10-01 05:01:00,55.06,64.36
01,2024-10-01 05:02:00,55.11,62.49
01,2024-10-01 05:03:00,54.03,64.22
01,2024-10-01 05:04:00,54.14,63.23
01,2024-10-01 05:05:00,55.24,65.68
01,2024-10-01 05:06:00,52.77,63.33
01,2024-10-01 05:07:00,52.89,64.26
01,2024-10-01 05:08:00,53.97,58.34
01,2024-10-01 05:09:00,54.78,61.53
01,2024-10-01 05:10:00,55.62,65.43
01,2024-10-01 05:11:00,57.42,64.09
01,2024-10-01 05:12:00,56.54,66.32
01,2024-10-01 05:13:00,55.07,65.35
01,2024-10-01 05:14:00,55.33,68.84
01,2024-10-01 05:15:00,53.91,55.94
01,2024-10-01 05:16:00,55.43,64.51
01,2024-10-01 05:17:00,55.08,66.64
01,2024-10-01 05:18:00,56.05,65.0
01,2024-10-01 05:19:00,54.37,64.01
01,2024-10-01 05:20:00,56.45,63.5
01,2024-10-01 05:21:00,58.02,62.92
01,2024-10-01 05:22:00,55.61,63.56
01,2024-10-01 05:23:00,56.42,62.16
01,2024-10-01 05:24:00,56.91,64.15
01,2024-10-01 05:25:00,55.32,62.48
01,2024-10-01 05:26:00,56.31,68.31
01,2024-10-01 05:27:00,56.04,62.47
01,2024-10-01 05:28:00,56.22,69.81
01,2024-10-01 05:29:00,54.97,67.99
01,2024-10-01 05:30:00,56.22,68.7
01,2024-10-01 05:31:00,56.98,65.1
01,2024-10-01 05:32:00,58.46,61.83
01,2024-10-01 05:33:00,57.77,60.17
01,2024-10-01 05:34:00,59.61,67.82
01,2024-10-01 05:35:00,55.28,65.05
01,2024-10-01 05:36:00,57.79,64.03
01,2024-10-01 05:37:00,56.81,67.39
01,2024-10-01 05:38:00,59.87,73.36
01,2024-10-01 05:39:00,55.42,65.61
01,2024-10-01 05:40:00,55.43,68.85
01,2024-10-01 05:41:00,55.84,65.1
01,2024-10-01 05:42:00,53.6,68.51
01,2024-10-01 05:43:00,56.05,65.95
01,2024-10-01 05:44:00,55.75,68.41
01,2024-10-01 05:45:00,57.17,67.6
01,2024-10-01 05:46:00,57.5,63.85
01,2024-10-01 05:47:00,59.86,61.66
01,2024-10-01 05:48:00,58.52,59.1
01,2024-10-01 05:49:00,56.28,67.15
01,2024-10-01 05:50:00,55.85,70.0
01,2024-10-01 05:51:00,57.98,67.76
01,2024-10-01 05:52:00,55.31,70.18
01,2024-10-01 05:53:00,60.09,71.09
01,2024-10-01 05:54:00,59.16,67.66
01,2024-10-01 05:55:00,56.74,59.48
01,2024-10-01 05:56:00,54.92,62.72
01,2024-10-01 05:57:00,59.57,64.23
01,2024-10-01 05:58:00,57.42,62.16
01,2024-10-01 05:59:00,59.5,61.41
01,2024-10-01 06:00:00,55.3,66.3
01,2024-10-01 06:01:00,56.84,62.96
01,2024-10-01 06:02:00,57.8,64.13
01,2024-10-01 06:03:00,57.91,67.39
01,2024-10-01 06:04:00,57.22,64.0
01,2024-10-01 06:05:00,58.88,66.86
01,2024-10-01 06:06:00,56.39,65.89
01,2024-10-01 06:07:00,57.83,69.99
01,2024-10-01 06:08:00,58.27,64.88
01,2024-10-01 06:09:00,58.91,62.81
01,2024-10-01 06:10:00,59.25,65.98
01,2024-10-01 06:11:00,56.55,73.44
01,2024-10-01 06:12:00,55.98,71.65
01,2024-10-01 06:13:00,60.25,72.04
01,2024-10-01 06:14:00,58.88,68.42
01,2024-10-01 06:15:00,57.31,67.78
01,2024-10-01 06:16:00,60.81,64.26
01,2024-10-01 06:17:00,58.7,68.71
01,2024-10-01 06:18:00,60.35,63.32
01,2024-10-01 06:19:00,58.73,66.88
01,2024-10-01 06:20:00,61.77,68.73
01,2024-10-01 06:21:00,61.36,65.76
01,2024-10-01 06:22:00,58.4,68.93
01,2024-10-01 06:23:00,60.28,66.11
01,2024-10-01 06:24:00,59.84,59.95
01,2024-10-01 06:25:00,60.97,70.13
01,2024-10-01 06:26:00,57.52,69.79
01,2024-10-01 06:27:00,60.04,66.16
01,2024-10-01 06:28:00,60.65,67.76
01,2024-10-01 06:29:00,56.47,75.56
01,2024-10-01 06:30:00,57.38,70.29
01,2024-10-01 06:31:00,56.14,66.37
01,2024-10-01 06:32:00,58.85,69.34
01,2024-10-01 06:33:00,60.37,70.11
01,2024-10-01 06:34:00,61.6,67.47
01,2024-10-01 06:35:00,59.5,67.99
01,2024-10-01 06:36:00,61.88,63.34
01,2024-10-01 06:37:00,57.42,68.16
01,2024-10-01 06:38:00,56.98,64.85
01,2024-10-01 06:39:00,59.5,65.2
01,2024-10-01 06:40:00,60.2,67.55
01,2024-10-01 06:41:00,59.62,70.33
01,2024-10-01 06:42:00,56.62,63.08
01,2024-10-01 06:43:00,59.63,68.05
01,2024-10-01 06:44:00,57.86,64.76
01,2024-10-01 06:45:00,60.86,75.59
01,2024-10-01 06:46:00,60.45,64.88
01,2024-10-01 06:47:00,58.54,69.08
01,2024-10-01 06:48:00,59.23,65.74
01,2024-10-01 06:49:00,58.45,70.63
01,2024-10-01 06:50:00,59.99,62.74
01,2024-10-01 06:51:00,61.57,73.91
01,2024-10-01 06:52:00,58.7,77.06
01,2024-10-01 06:53:00,60.98,73.24
01,2024-10-01 06:54:00,59.47,70.25
01,2024-10-01 06:55:00,59.13,68.76
01,2024-10-01 06:56:00,60.2,66.98
01,2024-10-01 06:57:00,58.85,66.29
01,2024-10-01 06:58:00,59.62,68.29
01,2024-10-01 06:59:00,58.7,71.9
01,2024-10-01 07:00:00,63.49,68.75
01,2024-10-01 07:01:00,60.64,69.82
01,2024-10-01 07:02:00,59.58,71.28
01,2024-10-01 07:03:00,60.99,73.46
01,2024-10-01 07:04:00,60.55,76.27
01,2024-10-01 07:05:00,60.43,65.85
01,2024-10-01 07:06:00,61.73,76.72
01,2024-10-01 07:07:00,61.99,74.99
01,2024-10-01 07:08:00,60.1,73.3
01,2024-10-01 07:09:00,60.07,70.04
01,2024-10-01 07:10:00,60.57,69.8
01,2024-10-01 07:11:00,57.57,74.34
01,2024-10-01 07:12:00,58.79,70.17
01,2024-10-01 07:13:00,63.16,65.44
01,2024-10-01 07:14:00,63.62,70.95
01,2024-10-01 07:15:00,60.82,69.64
01,2024-10-01 07:16:00,62.1,74.72
01,2024-10-01 07:17:00,61.75,67.48
01,2024-10-01 07:18:00,65.94,79.01
01,2024-10-01 07:19:00,63.05,71.55
01,2024-10-01 07:20:00,61.22,66.69
01,2024-10-01 07:21:00,60.02,72.0
01,2024-10-01 07:22:00,59.08,73.27
01,2024-10-01 07:23:00,61.84,75.76
01,2024-10-01 07:24:00,60.44,72.3
01,2024-10-01 07:25:00,59.48,72.64
01,2024-10-01 07:26:00,60.69,72.46
01,2024-10-01 07:27:00,60.08,68.67
01,2024-10-01 07:28:00,64.27,72.45
01,2024-10-01 07:29:00,63.1,72.33
01,2024-10-01 07:30:00,61.81,70.38
01,2024-10-01 07:31:00,64.08,66.86
01,2024-10-01 07:32:00,62.02,71.45
01,2024-10-01 07:33:00,60.65,74.48
01,2024-10-01 07:34:00,64.27,77.13
01,2024-10-01 07:35:00,62.83,72.15
01,2024-10-01 07:36:00,60.51,72.4
01,2024-10-01 07:37:00,61.82,72.04
01,2024-10-01 07:38:00,60.83,73.86
01,2024-10-01 07:39:00,60.11,71.53
01,2024-10-01 07:40:00,63.61,74.72
01,2024-10-01 07:41:00,65.13,66.19
01,2024-10-01 07:42:00,60.21,74.79
01,2024-10-01 07:43:00,63.19,71.86
01,2024-10-01 07:44:00,61.41,72.86
01,2024-10-01 07:45:00,61.69,68.47
01,2024-10-01 07:46:00,61.57,73.23
01,2024-10-01 07:47:00,61.2,74.94
01,2024-10-01 07:48:00,62.61,76.79
01,2024-10-01 07:49:00,61.33,73.48
01,2024-10-01 07:50:00,63.02,74.45
01,2024-10-01 07:51:00,62.57,75.38
01,2024-10-01 07:52:00,62.33,71.28
01,2024-10-01 07:53:00,61.36,77.45
01,2024-10-01 07:54:00,61.9,69.55
01,2024-10-01 07:55:00,63.93,76.09
01,2024-10-01 07:56:00,63.59,70.28
01,2024-10-01 07:57:00,61.41,69.55
01,2024-10-01 07:58:00,63.06,71.22
01,2024-10-01 07:59:00,64.07,75.54
01,2024-10-01 08:00:00,60.48,70.66
01,2024-10-01 08:01:00,63.84,76.39
01,2024-10-01 08:02:00,62.06,73.93
01,2024-10-01 08:03:00,63.95,70.37
01,2024-10-01 08:04:00,61.98,73.11
01,2024-10-01 08:05:00,60.46,76.21
01,2024-10-01 08:06:00,60.76,77.77
01,2024-10-01 08:07:00,63.31,76.12
01,2024-10-01 08:08:00,63.66,76.79
01,2024-10-01 08:09:00,61.95,73.96
01,2024-10-01 08:10:00,64.3,72.67
01,2024-10-01 08:11:00,60.88,73.33
01,2024-10-01 08:12:00,63.31,78.24
01,2024-10-01 08:13:00,61.63,71.41
01,2024-10-01 08:14:00,62.5,74.12
01,2024-10-01 08:15:00,63.58,75.14
01,2024-10-01 08:16:00,62.26,73.28
01,2024-10-01 08:17:00,63.0,77.92
01,2024-10-01 08:18:00,65.12,75.08
01,2024-10-01 08:19:00,62.78,74.57
01,2024-10-01 08:20:00,64.93,74.58
01,2024-10-01 08:21:00,62.02,77.38
01,2024-10-01 08:22:00,64.54,72.77
01,2024-10-01 08:23:00,65.94,71.94
01,2024-10-01 08:24:00,60.1,75.34
01,2024-10-01 08:25:00,62.65,75.74
01,2024-10-01 08:26:00,64.74,75.57
01,2024-10-01 08:27:00,63.6,66.92
01,2024-10-01 08:28:00,64.5,73.84
01,2024-10-01 08:29:00,63.06,74.08
01,2024-10-01 08:30:00,64.13,75.95
01,2024-10-01 08:31:00,63.8,70.59
01,2024-10-01 08:32:00,65.82,75.67
01,2024-10-01 08:33:00,64.48,71.96
01,2024-10-01 08:34:00,64.63,73.58
01,2024-10-01 08:35:00,63.54,77.95
01,2024-10-01 08:36:00,63.46,74.37
01,2024-10-01 08:37:00,63.57,74.32
01,2024-10-01 08:38:00,64.84,75.43
01,2024-10-01 08:39:00,63.65,75.8
01,2024-10-01 08:40:00,64.74,65.48
01,2024-10-01 08:41:00,67.45,76.23
01,2024-10-01 08:42:00,65.67,77.39
01,2024-10-01 08:43:00,63.91,73.96
01,2024-10-01 08:44:00,66.22,68.13
01,2024-10-01 08:45:00,63.84,71.4
01,2024-10-01 08:46:00,61.42,70.0
01,2024-10-01 08:47:00,63.0,73.64
01,2024-10-01 08:48:00,61.73,73.86
01,2024-10-01 08:49:00,64.04,76.82
01,2024-10-01 08:50:00,64.62,77.6
01,2024-10-01 08:51:00,67.13,80.98
01,2024-10-01 08:52:00,65.14,71.25
01,2024-10-01 08:53:00,64.35,73.31
01,2024-10-01 08:54:00,65.95,73.22
01,2024-10-01 08:55:00,61.41,71.21
01,2024-10-01 08:56:00,65.11,74.04
01,2024-10-01 08:57:00,65.94,75.41
01,2024-10-01 08:58:00,62.59,80.07
01,2024-10-01 08:59:00,66.55,75.0
01,2024-10-01 09:00:00,65.37,69.85
01,2024-10-01 09:01:00,64.26,69.04
01,2024-10-01 09:02:00,65.86,70.56
01,2024-10-01 09:03:00,68.34,75.01
01,2024-10-01 09:04:00,65.23,73.17
01,2024-10-01 09:05:00,65.36,69.05
01,2024-10-01 09:06:00,64.32,70.28
01,2024-10-01 09:07:00,63.76,76.1
01,2024-10-01 09:08:00,66.3,76.68
01,2024-10-01 09:09:00,63.8,66.18
01,2024-10-01 09:10:00,65.21,73.59
01,2024-10-01 09:11:00,64.41,75.3
01,2024-10-01 09:12:00,65.87,71.7
01,2024-10-01 09:13:00,65.68,75.78
01,2024-10-01 09:14:00,66.76,77.96
01,2024-10-01 09:15:00,64.46,75.7
01,2024-10-01 09:16:00,64.84,73.86
01,2024-10-01 09:17:00,63.8,69.91
01,2024-10-01 09:18:00,64.62,77.69
01,2024-10-01 09:19:00,65.88,69.69
01,2024-10-01 09:20:00,66.47,74.13
01,2024-10-01 09:21:00,63.97,70.58
01,2024-10-01 09:22:00,66.68,69.33
01,2024-10-01 09:23:00,67.43,76.38
01,2024-10-01 09:24:00,66.04,76.54
01,2024-10-01 09:25:00,68.26,69.08
01,2024-10-01 09:26:00,64.3,73.76
01,2024-10-01 09:27:00,63.62,71.84
01,2024-10-01 09:28:00,62.83,68.72
01,2024-10-01 09:29:00,67.77,69.57
01,2024-10-01 09:30:00,66.52,71.04
01,2024-10-01 09:31:00,65.48,72.93
01,2024-10-01 09:32:00,66.0,78.2
01,2024-10-01 09:33:00,63.91,75.21
01,2024-10-01 09:34:00,69.29,72.88
01,2024-10-01 09:35:00,65.83,71.75
01,2024-10-01 09:36:00,65.82,67.19
01,2024-10-01 09:37:00,66.76,70.18
01,2024-10-01 09:38:00,66.42,75.44
01,2024-10-01 09:39:00,66.05,74.85
01,2024-10-01 09:40:00,64.54,68.16
01,2024-10-01 09:41:00,66.45,71.08
01,2024-10-01 09:42:00,68.59,67.94
01,2024-10-01 09:43:00,67.8,74.02
01,2024-10-01 09:44:00,68.19,73.11
01,2024-10-01 09:45:00,65.05,67.6
01,2024-10-01 09:46:00,64.35,73.68
01,2024-10-01 09:47:00,65.66,74.49
01,2024-10-01 09:48:00,65.95,74.12
01,2024-10-01 09:49:00,67.52,71.11
01,2024-10-01 09:50:00,63.36,73.59
01,2024-10-01 09:51:00,68.2,74.68
01,2024-10-01 09:52:00,65.69,65.37
01,2024-10-01 09:53:00,65.3,73.68
01,2024-10-01 09:54:00,64.44,66.14
01,2024-10-01 09:55:00,63.49,70.25
01,2024-10-01 09:56:00,67.22,71.03
01,2024-10-01 09:57:00,66.11,73.45
01,2024-10-01 09:58:00,64.08,71.44
01,2024-10-01 09:59:00,64.08,73.8
01,2024-10-01 10:00:00,65.54,70.2
01,2024-10-01 10:01:00,68.56,73.71
01,2024-10-01 10:02:00,65.68,73.15
01,2024-10-01 10:03:00,63.82,72.37
01,2024-10-01 10:04:00,65.72,70.62
01,2024-10-01 10:05:00,65.69,71.02
01,2024-10-01 10:06:00,62.07,71.49
